Exclude,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
,rayyan-671138603,Mass-independent maximal metabolic rate predicts geographic range size of placental mammals,2018,,,Functional Ecology,02698463 (ISSN),32,5,1194-1202,"Hayes, J.P. and Feldman, C.R. and Araújo, M.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042067511&doi=10.1111%2f1365-2435.13053&partnerID=40&md5=b1e0ec1a543f29819609528cc7f6f71d,English,Blackwell Publishing Ltd,"[""Department of Biology, University of Nevada, Reno, NV, United States"", ""Department of Biogeography and Global Change, Museo Nacional de Ciencias Naturales, CSIC, Madrid, Spain"", ""Department of Biology, Center for Macroecology, Evolution and Climate, University of Copenhagen, Copenhagen, Denmark"", ""Rui Nabeiro Biodiversity Chair, CIBIO-InBIO, University of Évora, Largo dos Colegiais, Évora, Portugal""]","Understanding the mechanisms driving geographic range sizes of species is a central issue in ecology, but remarkably few rules link physiology with the distributions of species. Maximal metabolic rate (MMR) during exercise is an important measure of physiological performance. It sets an upper limit to sustained activity and locomotor capacity, so MMR may influence ability to migrate, disperse and maintain population connectivity. Using both conventional ordinary least squares (OLS) analyses and phylogenetically generalized least squares (PGLS), we tested whether MMR helps explain geographic range size in 51 species of placental mammals. Log body mass alone (OLS r2 =.074, p =.053; PGLS r2 =.016, p =.373) and log MMR alone (OLS r2 =.140, p =.007; PGLS r2 =.061, p =.081) were weak predictors of log range size. However, multiple regression of log body mass and log MMR accounted for over half of the variation in log range size (OLS R2 =.527, p &lt;.001). The relationship was also strong after correcting for the phylogenetic non-independence (PGLS R2 =.417, p &lt;.001). In analyses restricted to rodents (34 species), neither log body mass alone (OLS r2 =.004, p =.720; PGLS r2 =.003, p =.77) nor log MMR alone was useful in predicting log geographic range size (OLS r2 =.008, p =.626; PGLS r2 =.046, p =.225), but multiple regressions of log body mass and log MMR accounted for roughly a third to a half of the variation in log range size (OLS R2 =.443, p &lt;.001, PGLS R2 =.381, p &lt;.001). Mass-independent MMR is a strong predictor of mass-independent geographic range size in placental mammals. The ability of body mass and MMR to explain nearly 50% of the variation in the geographic ranges of mammals is surprising and powerful, particularly when neither variable alone is strongly predictive. A better understanding of MMR during exercise may be important to understanding the limits of geographic ranges of mammals, and perhaps other animal groups. A plain language summary is available for this article. © 2018 The Authors. Functional Ecology © 2018 British Ecological Society","Cited By :1     Export Date: 18 May 2021     CODEN: FECOE     Correspondence Address: Hayes, J.P.; Department of Biology, United States; email: jhayes@unr.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: other models",,
,rayyan-671138604,Comparative analyses of basal rate of metabolism in mammals: data selection does matter,2018,,,Biological Reviews,14647931 (ISSN),93,1,404-438,"Genoud, M. and Isler, K. and Martin, R.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026425669&doi=10.1111%2fbrv.12350&partnerID=40&md5=7a49a2de013a1cb9de40ed1159a4f873,English,Blackwell Publishing Ltd,"[""Department of Ecology and Evolution, University of Lausanne, Lausanne, CH-1015, Switzerland"", ""Division of Conservation Biology, Institute of Ecology and Evolution, Department of Biology, University of Bern, Bern, CH-3012, Switzerland"", ""Department of Anthropology, University of Zürich-Irchel, Zürich, CH-8057, Switzerland"", ""Integrative Research Center, The Field Museum, Chicago, IL  60605-2496, United States"", ""Institute of Evolutionary Medicine, University of Zürich-Irchel, Zürich, CH-8057, Switzerland""]","Basal rate of metabolism (BMR) is a physiological parameter that should be measured under strictly defined experimental conditions. In comparative analyses among mammals BMR is widely used as an index of the intensity of the metabolic machinery or as a proxy for energy expenditure. Many databases with BMR values for mammals are available, but the criteria used to select metabolic data as BMR estimates have often varied and the potential effect of this variability has rarely been questioned. We provide a new, expanded BMR database reflecting compliance with standard criteria (resting, postabsorptive state; thermal neutrality; adult, non-reproductive status for females) and examine potential effects of differential selectivity on the results of comparative analyses. The database includes 1739 different entries for 817 species of mammals, compiled from the original sources. It provides information permitting assessment of the validity of each estimate and presents the value closest to a proper BMR for each entry. Using different selection criteria, several alternative data sets were extracted and used in comparative analyses of (i) the scaling of BMR to body mass and (ii) the relationship between brain mass and BMR. It was expected that results would be especially dependent on selection criteria with small sample sizes and with relatively weak relationships. Phylogenetically informed regression (phylogenetic generalized least squares, PGLS) was applied to the alternative data sets for several different clades (Mammalia, Eutheria, Metatheria, or individual orders). For Mammalia, a ‘subsampling procedure’ was also applied, in which random subsamples of different sample sizes were taken from each original data set and successively analysed. In each case, two data sets with identical sample size and species, but comprising BMR data with different degrees of reliability, were compared. Selection criteria had minor effects on scaling equations computed for large clades (Mammalia, Eutheria, Metatheria), although less-reliable estimates of BMR were generally about 12–20% larger than more-reliable ones. Larger effects were found with more-limited clades, such as sciuromorph rodents. For the relationship between BMR and brain mass the results of comparative analyses were found to depend strongly on the data set used, especially with more-limited, order-level clades. In fact, with small sample sizes (e.g. <100) results often appeared erratic. Subsampling revealed that sample size has a non-linear effect on the probability of a zero slope for a given relationship. Depending on the species included, results could differ dramatically, especially with small sample sizes. Overall, our findings indicate a need for due diligence when selecting BMR estimates and caution regarding results (even if seemingly significant) with small sample sizes. © 2017 Cambridge Philosophical Society","Cited By :14     Export Date: 18 May 2021     Correspondence Address: Genoud, M.; Department of Ecology and Evolution, Switzerland; email: michel.genoud@unil.ch RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: other models",,
1,rayyan-671138605,"Leukocyte profiles are associated with longevity and survival, but not migratory effort: A comparative analysis of shorebirds",2018,,,Functional Ecology,02698463 (ISSN),32,2,369-378,"Minias, P. and Włodarczyk, R. and Meissner, W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031122015&doi=10.1111%2f1365-2435.12991&partnerID=40&md5=60c34085944f6966e7683c2a32fd12e7,English,Blackwell Publishing Ltd,"[""Department of Biodiversity Studies and Bioeducation, Faculty of Biology and Environmental Protection, University of Łódź, Łódź, Poland"", ""Avian Ecophysiology Unit, Department of Vertebrate Ecology and Zoology, University of Gdańsk, Gdańsk, Poland""]","Assessment of leukocyte profiles has become an increasingly popular tool in the fields of ecology and ecophysiology. The ratio of heterophils to lymphocytes (H/L ratio) is of special utility, as it reflects physiological adaptation of an organism to cope either with an infection through injury (via heterophils) or a communicable disease (via lymphocytes). Thus, elevated H/L ratios may constitute an adaptation to risky environments (i.e. associated with high risk of injury). While intra-population variation in avian H/L ratio has been extensively studied, we are aware of no studies that linked this trait to life-history components at the interspecific level. We measured H/L ratio in over 400 shorebirds from 19 species during their autumn migration through Central Europe. Phylogenetically informed comparative methods were used to test whether H/L ratio was related to: (1) annual survival and life span; (2) migratory effort, as measured with total migration distance and migratory energy reserves and (3) confounding variables such as body size or breeding latitude. A relatively strong phylogenetic signal and spatial phylogenetic autocorrelation indicated that most diversification in shorebird H/L ratios occurred relatively early in radiation of this group. Comparative analysis gave strong support for the negative associations of H/L ratio with residual life span and annual survival. In contrast, we found no support for the effect of migratory behaviour on H/L ratios, suggesting that leukocyte profiles in shorebirds may not constitute an important physiological adaptation for long-distance migration. Our study provided the first comparative evidence for a link between H/L ratios and important life-history traits in birds. Strong negative associations with annual survival and residual life span indicate that leukocyte profiles may form an adaptive basis for life-history strategies in birds. A plain language summary is available for this article. © 2017 The Authors. Functional Ecology © 2017 British Ecological Society","Cited By :9     Export Date: 18 May 2021     CODEN: FECOE     Correspondence Address: Minias, P.; Department of Biodiversity Studies and Bioeducation, Poland; email: pminias@op.pl RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Excluded"", ""daniel.wa.noble""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not literature based,Empirical paper across species",,
1,rayyan-671138606,Aerobic power and flight capacity in birds: A phylogenetic test of the heart-size hypothesis,2018,,,Journal of Experimental Biology,00220949 (ISSN),221,1,,"Nespolo, R.F. and Gonzaìlez-Lagos, C. and Solano-Iguaran, J.J. and Elfwing, M. and Garitano-Zavala, A. and Mañosa, S. and Alonso, J.C. and Altimiras, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040517217&doi=10.1242%2fjeb.162693&partnerID=40&md5=db9e05119dab8b5ee1e5bd11364b4541,English,Company of Biologists Ltd,"[""Instituto de Ciencias Ambientales y Evolutivas, Facultad de Ciencias, Universidad Austral de Chile, Valdivia, Chile"", ""Center of Applied Ecology and Sustainability (CAPES), Facultad de Ciencias Biológicas, Universidad Cato.lica de Chile, Santiago, 6513677, Chile"", ""Centro de Investigación en Recursos Naturales y Sustentabilidad (CIRENYS), Universidad Bernardo o'Higgins, Santiago, Chile"", ""AVIAN Behavioural Genomics and Physiology Group, Division of Biology, Department of Physics, Chemistry and Biology, Linköping University, Linköping, Sweden"", ""Instituto de Ecología, Carrera de Biología, Universidad Mayor de San Andrés, La Paz, Bolivia"", ""Departament de Biologia Evolutiva, Ecologia i Ciéncies Ambientals, Institut de Recerca de la Biodiversitat (IRBio), Facultat de Biologia, Universitat de Barcelona, Barcelona, Spain"", ""Departamento de Ecología Evolutiva, Museo Nacional de Ciencias Naturales (CSIC), Madrid, Spain""]","Flight capacity is one of the most important innovations in animal evolution; it only evolved in insects, birds, mammals and the extinct pterodactyls. Given that powered flight represents a demanding aerobic activity, an efficient cardiovascular system is essential for the continuous delivery of oxygen to the pectoral muscles during flight. It is well known that the limiting step in the circulation is stroke volume (the volume of blood pumped from the ventricle to the body during each beat), which is determined by the size of the ventricle. Thus, the fresh mass of the heart represents a simple and repeatable anatomical measure of the aerobic power of an animal. Although several authors have compared heart masses across bird species, a phylogenetic comparative analysis is still lacking. By compiling heart sizes for 915 species and applying several statistical procedures controlling for body size and/or testing for adaptive trends in the dataset (e.g. model selection approaches, phylogenetic generalized linear models), we found that (residuals of ) heart size is consistently associated with four categories of flight capacity. In general, our results indicate that species exhibiting continuous hovering flight (i.e. hummingbirds) have substantially larger hearts than other groups, species that use flapping flight and gliding show intermediate values, and that species categorized as poor flyers show the smallest values. Our study reveals that on a broad scale, routine flight modes seem to have shaped the energetic requirements of birds sufficiently to be anatomically detected at the comparative level. © 2018. Published by The Company of Biologists Ltd.","Cited By :8     Export Date: 18 May 2021     CODEN: JEBIA     Correspondence Address: Nespolo, R.F.; Instituto de Ciencias Ambientales y Evolutivas, Chile; email: robertonespolorossi@gmail.com RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Excluded"", ""daniel.wa.noble""=>""Excluded""} | RAYYAN-LABELS: heart mass only | RAYYAN-EXCLUSION-REASONS: no physiology,Not physiology. Just categorical flight mode",,
1,rayyan-671138607,Climate variability predicts thermal limits of aquatic insects across elevation and latitude,2017,,,Functional Ecology,02698463 (ISSN),31,11,2118-2127,"Shah, A.A. and Gill, B.A. and Encalada, A.C. and Flecker, A.S. and Funk, W.C. and Guayasamin, J.M. and Kondratieff, B.C. and Poff, N.L. and Thomas, S.A. and Zamudio, K.R. and Ghalambor, C.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021259782&doi=10.1111%2f1365-2435.12906&partnerID=40&md5=d9afcf7f5087b6d064be0ef695b265ea,English,Blackwell Publishing Ltd,"[""Department of Biology, Colorado State University, Fort Collins, CO, United States"", ""Graduate Degree Program in Ecology, Colorado State University, Fort Collins, CO, United States"", ""Colegio de Ciencias Biológicas y Ambientales, Universidad San Francisco de Quito, Quito, Ecuador"", ""Department of Ecology and Evolutionary Biology, Cornell University, Ithaca, NY, United States"", ""Centro de Investigación de la Biodiversidad y Cambio Climático, Ingeniería en Biodiversidad y Recursos Genéticos, Facultad de Ciencias de Medio Ambiente, Universidad Tecnológica Indoamérica, Quito, Ecuador"", ""Department of Bioagricultural Sciences and Pest Management, Colorado State University, Fort Collins, CO, United States"", ""Institute of Applied Ecology, University of Canberra, Canberra, ACT, Australia"", ""Bioagricultural Sciences and Pest Management, Colorado State University, Fort Collins, CO, United States"", ""School of Natural Resources, University of Nebraska, Lincoln, NE, United States""]","Janzen's extension of the climate variability hypothesis (CVH) posits that increased seasonal variation at high latitudes should result in greater temperature overlap across elevations, and favour wider thermal breadths in temperate organisms compared to their tropical counterparts. We tested these predictions by measuring stream temperatures and thermal breadths (i.e. the difference between the critical thermal maximum and minimum) of 62 aquatic insect species from temperate (Colorado, USA) and tropical (Papallacta, Ecuador) streams spanning an elevation gradient of c. 2000 m. Temperate streams exhibited greater seasonal temperature variation and overlap across elevations than tropical streams, and as predicted, temperate aquatic insects exhibited broader thermal breadths than tropical insects. However, elevation had contrasting effects on patterns of thermal breadth. In temperate species, thermal breadth decreased with increasing elevation because CTMAX declined with elevation while CTMIN was similar across elevations. In tropical insects, by contrast, CTMAX declined less sharply than CTMIN with elevation, causing thermal breadth to increase with elevation. These macrophysiological patterns are consistent with the narrower elevation ranges found in other tropical organisms, and they extend Janzen's CVH to freshwater streams. Furthermore, because lowland tropical aquatic insects have the narrowest thermal breadths of any region, they may be particularly vulnerable to short-term extreme changes in stream temperature. A plain language summary is available for this article. © 2017 The Authors. Functional Ecology © 2017 British Ecological Society","Cited By :37     Export Date: 18 May 2021     CODEN: FECOE     Correspondence Address: Shah, A.A.; Department of Biology, United States; email: alisha.shah@colostate.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Excluded"", ""daniel.wa.noble""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Empirical analysis,not literature based",,
1,rayyan-671138608,Swimming and diving energetics in dolphins: A stroke-by-stroke analysis for predicting the cost of flight responses in wild odontocetes,2017,,,Journal of Experimental Biology,00220949 (ISSN),220,6,1135-1145,"Williams, T.M. and Kendall, T.L. and Richter, B.P. and Ribeiro-French, C.R. and John, J.S. and Odell, K.L. and Losch, B.A. and Feuerbach, D.A. and Stamper, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015836084&doi=10.1242%2fjeb.154245&partnerID=40&md5=54337070cd8febd91a458705183a2baa,English,Company of Biologists Ltd,"[""Center for Ocean Health, Long Marine Laboratory, University of California, 115 MacAlister Way, Santa Cruz, CA  95060, United States"", ""Epcot's the Seas, Walt Disney World Resorts, Lake Buena Vista, FL  32830-1000, United States""]","Exponential increases in hydrodynamic drag and physical exertion occur when swimmers move quickly through water, and underlie the preference for relatively slow routine speeds by marine mammals regardless of body size. Because of this and the need to balance limited oxygen stores when submerged, flight (escape) responses may be especially challenging for this group. To examine this, we used open-flow respirometry to measure the energetic cost of producing a swimming stroke during different levels of exercise in bottlenose dolphins (Tursiops truncatus). These data were then used to model the energetic cost of high-speed escape responses by other odontocetes ranging in mass from 42 to 2738 kg. The total cost per stroke during routine swimming by dolphins, 3.31± 0.20 J kg-1 stroke-1, was doubled during maximal aerobic performance. A comparative analysis of locomotor costs (LC; in J kg-1 stroke-1), representing the cost of moving the flukes, revealed that LC during routine swimming increased with body mass (M) for odontocetes according to LC=1.46±0.0005M; a separate relationship described LC during high-speed stroking. Using these relationships, we found that continuous stroking coupled with reduced glide time in response to oceanic noise resulted in a 30.5% increase in metabolic rate in the beaked whale, a deep-diving odontocete considered especially sensitive to disturbance. By integrating energetics with swimming behavior and dive characteristics, this study demonstrates the physiological consequences of oceanic noise on diving mammals, and provides a powerful tool for predicting the biological significance of escape responses by cetaceans facing anthropogenic disturbances.","Cited By :25     Export Date: 18 May 2021     CODEN: JEBIA     Correspondence Address: Williams, T.M.; Center for Ocean Health, 115 MacAlister Way, United States; email: williams@biology.ucsc.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-EXCLUSION-REASONS: one species RAYYAN-INCLUSION: {""losialagisz""=>""Excluded"", ""daniel.wa.noble""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not literature based",,
,rayyan-671138609,A different angle: Comparative analyses of whole-animal transport costs when running uphill,2017,,,Journal of Experimental Biology,00220949 (ISSN),220,2,161-166,"Halsey, L.G. and White, C.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010379844&doi=10.1242%2fjeb.142927&partnerID=40&md5=e92885a0804724aa44b6cc95c8fccfa4,English,Company of Biologists Ltd,"[""Centre for Research in Ecology, Department of Life Sciences, University of Roehampton, Holybourne Avenue, London, SW15 4JD, United Kingdom"", ""Centre for Geometric Biology, School of Biological Sciences, Monash University, Melbourne, VIC  3800, Australia""]","Comparative work on the cost of terrestrial locomotion in animals has focused on the underpinning physiology and biomechanics. Often, much of an animal's energy budget is spent on moving around; thus, there is also value in interpreting such data from an ecological perspective. When animals move through their environment, they encounter topographical variation, and this is a key factor that can dramatically affect their energy expenditure. We collated published data on the costs for birds and mammals to locomote terrestrially on inclines, and investigated the scaling relationships using a phylogenetically informed approach. We show that smaller animals have a greater mass-specific cost of transport on inclines across the body mass range analysed. We also demonstrate that the increase in cost for smaller animals to run up a slope as opposed to along a flat surface is comparatively low. Heavier animals show larger absolute and relative increases in energy cost to travel uphill. Consideration of all aspects of the cost of incline locomotion-absolute, relative and mass specific-provides a fuller understanding of the interactions between transport costs, body mass, incline gradient and phylogeny, and enables us to consider their ecological implications, which we couch within the context of the 'energy landscape'. © 2017 Published by The Company of Biologists Ltd.","Cited By :12     Export Date: 18 May 2021     CODEN: JEBIA     Correspondence Address: Halsey, L.G.; Centre for Research in Ecology, Holybourne Avenue, United Kingdom; email: l.halsey@roehampton.ac.uk RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138610,"Mass, phylogeny, and temperature are sufficient to explain differences in metabolic scaling across mammalian orders?",2016,,,Ecology and Evolution,20457758 (ISSN),6,23,8352-8365,"Griebeler, E.M. and Werner, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996644352&doi=10.1002%2fece3.2555&partnerID=40&md5=ec90b157b32b2b6cc86666058d948df9,English,John Wiley and Sons Ltd,"Department of Evolutionary Ecology, Institute of Zoology, Johannes Gutenberg University, Mainz, Germany","Whether basal metabolic rate-body mass scaling relationships have a single exponent is highly discussed, and also the correct statistical model to establish relationships. Here, we aimed (1) to identify statistically best scaling models for 17 mammalian orders, Marsupialia, Eutheria and all mammals, and (2) thereby to prove whether correcting for differences in species’ body temperature and their shared evolutionary history improves models and their biological interpretability. We used the large dataset from Sieg et al. (The American Naturalist 174, 2009, 720) providing species’ body mass (BM), basal metabolic rate (BMR) and body temperature (T). We applied different statistical approaches to identify the best scaling model for each taxon: ordinary least squares regression analysis (OLS) and phylogenetically informed analysis (PGLS), both without and with controlling for T. Under each approach, we tested linear equations (log-log-transformed data) estimating scaling exponents and normalization constants, and such with a variable normalization constant and a fixed exponent of either ⅔ or ¾, and also a curvature. Only under temperature correction, an additional variable coefficient modeled the influence of T on BMR. Except for Pholidata and Carnivora, in all taxa studied linear models were clearly supported over a curvature by AICc. They indicated no single exponent at the level of orders or at higher taxonomic levels. The majority of all best models corrected for phylogeny, whereas only half of them included T. When correcting for T, the mathematically expected correlation between the exponent (b) and the normalization constant (a) in the standard scaling model y = a x b was removed, but the normalization constant and temperature coefficient still correlated strongly. In six taxa, T and BM correlated positively or negatively. All this hampers a disentangling of the effect of BM, T and other factors on BMR, and an interpretation of linear BMR-BM scaling relationships in the mammalian taxa studied. © 2016 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","Cited By :9     Export Date: 18 May 2021     Correspondence Address: Griebeler, E.M.; Department of Evolutionary Ecology, Germany; email: em.griebeler@uni-mainz.de RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: data from 1 earlier study",,
,rayyan-671138611,Co-adjustment of yolk antioxidants and androgens in birds,2016,,,Biology Letters,17449561 (ISSN),12,11,,"Giraudeau, M. and Ducatez, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030444602&doi=10.1098%2frsbl.2016.0676&partnerID=40&md5=9d8e3901cf865b4038463fe2f7c87d00,English,Royal Society Publishing,"[""School of Life Sciences, Arizona State University, Tempe, AZ  85287-4501, United States"", ""Centre for Ecology and Conservation, University of Exeter, Penryn, Cornwall, United Kingdom"", ""Department of Biology, McGill University, Montréal, Canada"", ""CREAF, Barcelona, Spain""]","Mothers can shape the developmental trajectory of their offspring through the transmission of resources such as hormones, antioxidants or immunoglobulins. Over the last two decades, an abundant literature on maternal effects in birds has shown that several of these compounds (i.e. androgens, glucocorticoids and antioxidants) often influence the same offspring phenotypic traits (i.e. growth, immunity or oxidative stress levels), making interaction effects between egg components a likely scenario. However, the potential interactive effects of maternally transmitted compounds on offspring development and potential co-adjustment of these compounds within an egg are still poorly understood. Here, we report the results of an interspecific comparative analysis on birds' egg yolk composition (i.e. androgens and antioxidants) where we found that yolk carotenoid and vitamin E concentrations are positively associated, supporting the hypothesis that these two antioxidants act in synergy. The concentrations of vitamin E also increased with increasing concentrations of testosterone. This last result confirms the emerging idea that androgens and antioxidants are co-adjusted within eggs and that maternally transmitted antioxidants might limit the potential direct and indirect effects of prenatal exposure to high testosterone levels on oxidative stress. © & 2016 The Author(s) Published by the Royal Society. All rights reserved.","Cited By :8     Export Date: 18 May 2021     Correspondence Address: Giraudeau, M.; School of Life Sciences, United States; email: giraudeau.mathieu@gmail.com RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: combined data from 2 earlier studies",,
,rayyan-671138612,Phylogenetic comparisons of pedestrian locomotion costs: confirmations and new insights,2016,,,Ecology and Evolution,20457758 (ISSN),6,18,6712-6720,"White, C.R. and Alton, L.A. and Crispin, T.S. and Halsey, L.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988355078&doi=10.1002%2fece3.2267&partnerID=40&md5=48da89e30f4bccf5b77392a66325dc92,English,John Wiley and Sons Ltd,"[""Centre for Geometric Biology, School of Biological Sciences, Monash University, Melbourne, VIC  3800, Australia"", ""School of Biological Sciences, The University of Queensland, Brisbane, QLD  4072, Australia"", ""Department of Life Sciences, Centre for Research in Ecology, University of Roehampton, Holybourne Avenue, London, SW15 4JD, United Kingdom""]","The energetic costs for animals to locomote on land influence many aspects of their ecology. Size accounts for much of the among-species variation in terrestrial transport costs, but species of similar body size can still exhibit severalfold differences in energy expenditure. We compiled measurements of the (mass-specific) minimum cost of pedestrian transport (COTmin, mL/kg/m) for 201 species – by far the largest sample to date – and used phylogenetically informed comparative analyses to investigate possible eco-evolutionary differences in COTmin between various groupings of those species. We investigated number of legs, ectothermy and endothermy, waddling, and nocturnality specifically in lizards. Thus, our study primarily revisited previous theories about variations in COTmin between species, testing them with much more robust analyses. Having accounted for mass, while residual COTmin did not differ between bipedal and other species, specifically waddling bipeds were found to have relatively high COTmin. Furthermore, nocturnal lizards have relatively low COTmin although temperature does not appear to affect COTmin in ectotherms. Previous studies examining across-species variation in COTmin from a biomechanical perspective show that the differences between waddling birds and nonwaddling species, and between nocturnal lizards and other ecotherms, are likely to be attributable to differences in ground reaction forces, posture, and effective limb length. © 2016 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","Cited By :5     Export Date: 18 May 2021     Correspondence Address: White, C.R.; Centre for Geometric Biology, Australia; email: craig.white@monash.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: other models",,
,rayyan-671138613,Energetics of stress: Linking plasma cortisol levels to metabolic rate in mammals,2016,,,Biology Letters,17449561 (ISSN),12,1,,"Haase, C.G. and Long, A.K. and Gillooly, J.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954341722&doi=10.1098%2frsbl.2015.0867&partnerID=40&md5=47ce5ea15b6ce8885656a961782cf3a6,English,Royal Society of London,"[""School of Natural Resources and Environment, University of Florida, Gainesville, FL  32611, United States"", ""Department of Biology, University of Florida, Gainesville, FL  32611, United States"", ""Department of Biology, University of North Georgia, Dahlonega, GA  30597, United States""]","Physiological stress may result in short-term benefits to organismal performance, but also long-term costs to health or longevity. Yet, we lack an understanding of the variation in stress hormone levels (i.e. glucocorticoids) that exist within and across species. Here, we present comparative analyses that link the primary stress hormone in most mammals (i.e. cortisol) to metabolic rate. We show that baseline concentrations of plasma cortisol vary with mass-specific metabolic rate among cortisol-dominant mammals, and both baseline and elevated concentrations scale predictably with body mass. The results quantitatively link a classical measure of physiological stress to whole-organism energetics, providing a point of departure for cross-species comparisons of stress levels among mammals. © 2016 The Author(s) Published by the Royal Society. All rights reserved.","Cited By :35     Export Date: 18 May 2021     Correspondence Address: Gillooly, J.F.; Department of Biology, United States; email: gillooly@ufl.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: no details of search | RAYYAN-EXCLUSION-REASONS: insufficient details",,
,rayyan-671138614,"Social status, immune response and parasitism in males: A meta-analysis",2015,,,Philosophical Transactions of the Royal Society B: Biological Sciences,09628436 (ISSN),370,1669,,"Archie, E.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927728745&doi=10.1098%2frstb.2014.0109&partnerID=40&md5=b708c0560b00bf8d4a3cf738de47c7d6,English,Royal Society of London,"Department of Biological Sciences, University of Notre Dame, 100 Galvin Life Sciences Center, Notre Dame, IN  46556, United States","In male vertebrates, two conflicting paradigms—the energetic costs of high dominance rank and the chronic stress of low rank—have been proposed to explain patterns of immune function and parasitism. To date, neither paradigm has provided a complete explanation for status-related differences in male health. Here, we applied meta-analyses to test for correlations between male social status, immune responses and parasitism. We used an ecoimmunological framework, which proposes that males should re-allocate investment in different immune components depending on the costs of dominance or subordination. Spanning 297 analyses, from 77 studies on several vertebrate taxa, we found that most immune responses were similar between subordinate and dominant males, and neither dominant nor subordinate males consistently invested in predictable immune components. However, subordinate males displayed significantly lower delayed-type hypersensitivity and higher levels of some inflammatory cytokines than dominant males, while dominant males exhibited relatively lower immunoglobulin responses than subordinate males. Despite few differences in immunity, dominant males exhibited consistently higher parasitismthan subordinate males, including protozoan blood parasites, ectoparasites and gastrointestinal helminths. We discuss our results in the context of the costs of dominance and subordination and advocate future work that measures both parasitism and immune responses in wild systems. © 2015 The Author(s) Published by the Royal Society. All rights reserved.","Cited By :44     Export Date: 18 May 2021     CODEN: PTRBA     Correspondence Address: Habig, B.; Department of Biological Sciences, 100 Galvin Life Sciences Center, United States; email: rhabig@nd.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
